title,price,surface,postal_code,city,source,scraped_at,quartier_anonymise,date_anonymisation
Studio calme à Dervallières,87196,24,44000,Nantes,leboncoin,2025-09-29T14:07:32.512818,Quartier_7,2025-11-30T14:07:32.512818
Duplex bien situé à Centre-ville,294342,92,29200,Brest,seloger,2025-11-06T14:07:32.512818,Quartier_8,2025-11-30T14:07:32.512818
Appartement calme à Grie,137657,64,72000,Le Mans,csv_import,2025-10-18T14:07:32.512818,Quartier_9,2025-11-30T14:07:32.512818
Villa rénové à Pointe-Rouge,398241,83,13001,Marseille,seloger,2025-09-12T14:07:32.512818,Quartier_10,2025-11-30T14:07:32.512818
Maison calme à Carmes,353077,91,31000,Toulouse,seloger,2025-10-18T14:07:32.512818,Quartier_11,2025-11-30T14:07:32.512818
Maison bien situé à Roseraie,345716,150,49000,Angers,csv_import,2025-10-21T14:07:32.512818,Quartier_12,2025-11-30T14:07:32.512818
Maison moderne à Montchapet,327303,92,21000,Dijon,json_import,2025-11-29T14:07:32.512818,Quartier_13,2025-11-30T14:07:32.512818
Duplex moderne à Centre-ville,186325,64,30000,Nîmes,json_import,2025-09-22T14:07:32.512818,Quartier_14,2025-11-30T14:07:32.512818
Appartement lumineux à Croix-Rousse,518376,81,69001,Lyon,csv_import,2025-11-30T14:07:32.512818,Quartier_15,2025-11-30T14:07:32.512818
T4 rénové à Centre,334364,71,38000,Grenoble,json_import,2025-09-26T14:07:32.512818,Quartier_16,2025-11-30T14:07:32.512818
T4 rénové à Faubourg North,245482,79,21000,Dijon,insee,2025-11-26T14:07:32.512818,Quartier_17,2025-11-30T14:07:32.512818
Villa rénové à Centre-ville,507188,144,13100,Aix-en-Provence,insee,2025-06-09T14:07:32.512818,Quartier_18,2025-11-30T14:07:32.512818
Duplex bien situé à Antigone,165978,39,34000,Montpellier,seloger,2025-11-17T14:07:32.512818,Quartier_19,2025-11-30T14:07:32.512818
T4 calme à Le Corbusier,115459,60,42000,Saint-Étienne,seloger,2025-07-22T14:07:32.512818,Quartier_20,2025-11-30T14:07:32.512818
T1 rénové à Pointe-Rouge,111519,29,13001,Marseille,csv_import,2025-07-20T14:07:32.512818,Quartier_21,2025-11-30T14:07:32.512818
T5+ moderne à Louvre,3545166,189,75001,Paris,json_import,2025-08-23T14:07:32.512818,Quartier_22,2025-11-30T14:07:32.512818
T2 moderne à Carmes,109461,36,31000,Toulouse,leboncoin,2025-07-06T14:07:32.512818,Quartier_23,2025-11-30T14:07:32.512818
Villa lumineux à Champratel,219376,107,63000,Clermont-Ferrand,seloger,2025-11-15T14:07:32.512818,Quartier_24,2025-11-30T14:07:32.512818
Villa rénové à Garrigues,383403,192,30000,Nîmes,json_import,2025-10-28T14:07:32.512818,Quartier_25,2025-11-30T14:07:32.512818
T4 rénové à Ecusson,274951,80,34000,Montpellier,json_import,2025-10-31T14:07:32.512818,Quartier_26,2025-11-30T14:07:32.512818
Studio calme à Saint-Germain,254654,24,75001,Paris,leboncoin,2025-08-01T14:07:32.512818,Quartier_27,2025-11-30T14:07:32.512818
Appartement rénové à Riquier,527567,79,06000,Nice,leboncoin,2025-11-10T14:07:32.512818,Quartier_28,2025-11-30T14:07:32.512818
Studio bien situé à Marais,145656,16,75001,Paris,insee,2025-06-24T14:07:32.512818,Quartier_29,2025-11-30T14:07:32.512818
T1 rénové à Bastide,160753,34,33000,Bordeaux,seloger,2025-07-01T14:07:32.512818,Quartier_30,2025-11-30T14:07:32.512818
Loft bien situé à Bouffay,91522,23,44000,Nantes,csv_import,2025-10-30T14:07:32.512818,Quartier_31,2025-11-30T14:07:32.512818
Studio moderne à Bouffay,141928,30,44000,Nantes,csv_import,2025-09-12T14:07:32.512818,Quartier_32,2025-11-30T14:07:32.512818
Duplex moderne à Paillon,213555,59,06000,Nice,leboncoin,2025-09-07T14:07:32.512818,Quartier_33,2025-11-30T14:07:32.512818
Maison bien situé à Lac de Maine,392701,176,49000,Angers,leboncoin,2025-07-05T14:07:32.512818,Quartier_34,2025-11-30T14:07:32.512818
T5+ moderne à Neustadt,500653,132,67000,Strasbourg,csv_import,2025-09-25T14:07:32.512818,Quartier_35,2025-11-30T14:07:32.512818
T4 lumineux à Vieux-Port,412639,85,13001,Marseille,csv_import,2025-08-05T14:07:32.512818,Quartier_36,2025-11-30T14:07:32.512818
Duplex moderne à Minimes,279684,62,31000,Toulouse,insee,2025-08-26T14:07:32.512818,Quartier_37,2025-11-30T14:07:32.512818
T1 lumineux à Centre,109609,27,21000,Dijon,seloger,2025-09-27T14:07:32.512818,Quartier_38,2025-11-30T14:07:32.512818
Villa bien situé à Écusson,540791,188,30000,Nîmes,insee,2025-06-13T14:07:32.512818,Quartier_39,2025-11-30T14:07:32.512818
Maison moderne à Marsannay,201787,90,21000,Dijon,insee,2025-06-15T14:07:32.512818,Quartier_40,2025-11-30T14:07:32.512818
Appartement bien situé à Pointe-Rouge,112720,30,13001,Marseille,json_import,2025-09-14T14:07:32.512818,Quartier_41,2025-11-30T14:07:32.512818
T2 bien situé à Bouffay,172878,46,44000,Nantes,insee,2025-07-18T14:07:32.512818,Quartier_42,2025-11-30T14:07:32.512818
Maison moderne à Garrigues,575901,179,30000,Nîmes,insee,2025-08-17T14:07:32.512818,Quartier_43,2025-11-30T14:07:32.512818
T2 moderne à Madeleine,231086,45,44000,Nantes,json_import,2025-07-05T14:07:32.512818,Quartier_44,2025-11-30T14:07:32.512818
Appartement calme à Lambézellec,213398,63,29200,Brest,csv_import,2025-06-28T14:07:32.512818,Quartier_45,2025-11-30T14:07:32.512818
Loft lumineux à Montmartre,464328,42,75001,Paris,csv_import,2025-09-21T14:07:32.512818,Quartier_46,2025-11-30T14:07:32.512818
Studio bien situé à Garrigues,56479,30,30000,Nîmes,insee,2025-08-21T14:07:32.512818,Quartier_47,2025-11-30T14:07:32.512818
T2 calme à Mistral,98630,36,38000,Grenoble,json_import,2025-11-24T14:07:32.512818,Quartier_48,2025-11-30T14:07:32.512818
Loft lumineux à Centre,233814,49,38000,Grenoble,json_import,2025-08-17T14:07:32.512818,Quartier_49,2025-11-30T14:07:32.512818
Maison moderne à Bastille,846555,188,38000,Grenoble,insee,2025-09-21T14:07:32.512818,Quartier_0,2025-11-30T14:07:32.512818
T4 calme à Neustadt,256237,83,67000,Strasbourg,insee,2025-11-24T14:07:32.512818,Quartier_1,2025-11-30T14:07:32.512818
T4 lumineux à Bouffay,224594,62,44000,Nantes,seloger,2025-11-08T14:07:32.512818,Quartier_2,2025-11-30T14:07:32.512818
Duplex lumineux à Cours Mirabeau,238061,72,13100,Aix-en-Provence,csv_import,2025-11-04T14:07:32.512818,Quartier_3,2025-11-30T14:07:32.512818
Duplex rénové à Centre-ville,419843,83,13100,Aix-en-Provence,insee,2025-06-03T14:07:32.512818,Quartier_4,2025-11-30T14:07:32.512818
Duplex rénové à Jardin Lecoq,166962,67,63000,Clermont-Ferrand,json_import,2025-07-14T14:07:32.512818,Quartier_5,2025-11-30T14:07:32.512818
Appartement bien situé à Panier,321613,98,13001,Marseille,csv_import,2025-11-03T14:07:32.512818,Quartier_6,2025-11-30T14:07:32.512818
Loft moderne à Part-Dieu,112374,26,69001,Lyon,insee,2025-10-23T14:07:32.512818,Quartier_7,2025-11-30T14:07:32.512818
Duplex moderne à Bastide,350433,89,33000,Bordeaux,insee,2025-09-15T14:07:32.512818,Quartier_8,2025-11-30T14:07:32.512818
T4 calme à Écusson,181783,64,30000,Nîmes,insee,2025-07-28T14:07:32.512818,Quartier_9,2025-11-30T14:07:32.512818
Duplex rénové à Centre,237926,82,63000,Clermont-Ferrand,csv_import,2025-10-24T14:07:32.512818,Quartier_10,2025-11-30T14:07:32.512818
Villa moderne à Garrigues,538599,186,30000,Nîmes,seloger,2025-09-28T14:07:32.512818,Quartier_11,2025-11-30T14:07:32.512818
Studio bien situé à Montmartre,348847,28,75001,Paris,insee,2025-07-03T14:07:32.512818,Quartier_12,2025-11-30T14:07:32.512818
Studio moderne à Centre,160979,30,67000,Strasbourg,json_import,2025-10-24T14:07:32.512818,Quartier_13,2025-11-30T14:07:32.512818
Studio rénové à Yzeure,40007,18,72000,Le Mans,csv_import,2025-11-17T14:07:32.512818,Quartier_14,2025-11-30T14:07:32.512818
Loft calme à Centre-ville,210192,47,13100,Aix-en-Provence,csv_import,2025-09-17T14:07:32.512818,Quartier_15,2025-11-30T14:07:32.512818
Appartement lumineux à Bastille,129558,31,38000,Grenoble,json_import,2025-10-16T14:07:32.512818,Quartier_16,2025-11-30T14:07:32.512818
T5+ rénové à Capitole,465807,142,31000,Toulouse,insee,2025-06-24T14:07:32.512818,Quartier_17,2025-11-30T14:07:32.512818
Studio lumineux à Vieux-Nice,100085,15,06000,Nice,csv_import,2025-08-05T14:07:32.512818,Quartier_18,2025-11-30T14:07:32.512818
Villa rénové à Champratel,181135,85,63000,Clermont-Ferrand,csv_import,2025-07-14T14:07:32.512818,Quartier_19,2025-11-30T14:07:32.512818
T5+ rénové à Trefilerie,488766,196,42000,Saint-Étienne,insee,2025-09-20T14:07:32.512818,Quartier_20,2025-11-30T14:07:32.512818
Villa lumineux à Capitole,538034,109,31000,Toulouse,csv_import,2025-06-03T14:07:32.512818,Quartier_21,2025-11-30T14:07:32.512818
Duplex calme à Écusson,125013,53,30000,Nîmes,csv_import,2025-11-23T14:07:32.512818,Quartier_22,2025-11-30T14:07:32.512818
Maison rénové à Ecusson,436539,149,34000,Montpellier,insee,2025-11-10T14:07:32.512818,Quartier_23,2025-11-30T14:07:32.512818
Villa bien situé à Dervallières,418662,111,44000,Nantes,csv_import,2025-10-09T14:07:32.512818,Quartier_24,2025-11-30T14:07:32.512818
T1 lumineux à Madeleine,99035,26,44000,Nantes,seloger,2025-07-03T14:07:32.512818,Quartier_25,2025-11-30T14:07:32.512818
T5+ bien situé à Capitole,447508,80,31000,Toulouse,insee,2025-09-08T14:07:32.512818,Quartier_26,2025-11-30T14:07:32.512818
Duplex lumineux à Esquermes,253624,95,59000,Lille,seloger,2025-11-09T14:07:32.512818,Quartier_27,2025-11-30T14:07:32.512818
T3 calme à Centre,157471,53,72000,Le Mans,csv_import,2025-09-19T14:07:32.512818,Quartier_28,2025-11-30T14:07:32.512818
Villa bien situé à Endoume,563364,136,13001,Marseille,csv_import,2025-09-25T14:07:32.512818,Quartier_29,2025-11-30T14:07:32.512818
Studio bien situé à Brazais,47095,17,35000,Rennes,seloger,2025-07-11T14:07:32.512818,Quartier_30,2025-11-30T14:07:32.512818
T1 bien situé à Krutenau,72076,15,67000,Strasbourg,json_import,2025-07-13T14:07:32.512818,Quartier_31,2025-11-30T14:07:32.512818
T3 moderne à Centre-ville,141599,47,30000,Nîmes,seloger,2025-10-18T14:07:32.512818,Quartier_32,2025-11-30T14:07:32.512818
Villa calme à Kerichen,313013,140,29200,Brest,insee,2025-10-06T14:07:32.512818,Quartier_33,2025-11-30T14:07:32.512818
T3 rénové à Centre,204736,54,72000,Le Mans,json_import,2025-10-01T14:07:32.512818,Quartier_34,2025-11-30T14:07:32.512818
T2 bien situé à Villeboeuf,79538,44,42000,Saint-Étienne,leboncoin,2025-10-25T14:07:32.512818,Quartier_35,2025-11-30T14:07:32.512818
Studio calme à Le Corbusier,40720,21,42000,Saint-Étienne,json_import,2025-11-29T14:07:32.512818,Quartier_36,2025-11-30T14:07:32.512818
Studio rénové à Champratel,44244,19,63000,Clermont-Ferrand,insee,2025-10-17T14:07:32.512818,Quartier_37,2025-11-30T14:07:32.512818
T3 calme à Celleneuve,229128,68,34000,Montpellier,seloger,2025-09-03T14:07:32.512818,Quartier_38,2025-11-30T14:07:32.512818
Maison bien situé à Brazais,487267,132,35000,Rennes,json_import,2025-11-24T14:07:32.512818,Quartier_39,2025-11-30T14:07:32.512818
Villa moderne à Krutenau,491136,170,67000,Strasbourg,leboncoin,2025-11-03T14:07:32.512818,Quartier_40,2025-11-30T14:07:32.512818
Villa rénové à Centre,515279,166,21000,Dijon,seloger,2025-06-19T14:07:32.512818,Quartier_41,2025-11-30T14:07:32.512818
Studio calme à Fourvière,111421,23,69001,Lyon,leboncoin,2025-06-17T14:07:32.512818,Quartier_42,2025-11-30T14:07:32.512818
Loft calme à Vieux-Nice,143058,27,06000,Nice,csv_import,2025-11-06T14:07:32.512818,Quartier_43,2025-11-30T14:07:32.512818
T4 calme à Ecusson,372462,90,34000,Montpellier,csv_import,2025-11-29T14:07:32.512818,Quartier_44,2025-11-30T14:07:32.512818
T4 bien situé à Libération,324859,70,06000,Nice,seloger,2025-08-04T14:07:32.512818,Quartier_45,2025-11-30T14:07:32.512818
T4 calme à Capitole,272825,86,31000,Toulouse,csv_import,2025-06-11T14:07:32.512818,Quartier_46,2025-11-30T14:07:32.512818
Studio moderne à Trefilerie,63234,35,42000,Saint-Étienne,insee,2025-11-05T14:07:32.512818,Quartier_47,2025-11-30T14:07:32.512818
T4 bien situé à Vieux-Port,465351,79,13001,Marseille,csv_import,2025-08-13T14:07:32.512818,Quartier_48,2025-11-30T14:07:32.512818
Villa lumineux à Presqu'île,1078295,168,69001,Lyon,seloger,2025-06-28T14:07:32.512818,Quartier_49,2025-11-30T14:07:32.512818
Studio lumineux à Villeboeuf,80397,30,42000,Saint-Étienne,seloger,2025-11-12T14:07:32.512818,Quartier_0,2025-11-30T14:07:32.512818
T2 moderne à Centre-ville,100552,35,29200,Brest,insee,2025-11-14T14:07:32.512818,Quartier_1,2025-11-30T14:07:32.512818
Studio bien situé à Fives,72841,23,59000,Lille,csv_import,2025-11-09T14:07:32.512818,Quartier_2,2025-11-30T14:07:32.512818
T2 rénové à Centre-ville,87760,39,29200,Brest,seloger,2025-10-14T14:07:32.512818,Quartier_3,2025-11-30T14:07:32.512818
Loft rénové à Jas de Bouffan,292458,72,13100,Aix-en-Provence,seloger,2025-08-14T14:07:32.512818,Quartier_4,2025-11-30T14:07:32.512818
Duplex lumineux à Centre,480114,99,67000,Strasbourg,seloger,2025-08-20T14:07:32.512818,Quartier_5,2025-11-30T14:07:32.512818
T3 moderne à Riquier,189755,50,06000,Nice,leboncoin,2025-11-07T14:07:32.512818,Quartier_6,2025-11-30T14:07:32.512818
Loft bien situé à Ecusson,288305,95,34000,Montpellier,csv_import,2025-06-09T14:07:32.512818,Quartier_7,2025-11-30T14:07:32.512818
T3 calme à Trefilerie,133817,63,42000,Saint-Étienne,csv_import,2025-07-30T14:07:32.512818,Quartier_8,2025-11-30T14:07:32.512818
T5+ bien situé à Jas de Bouffan,686956,172,13100,Aix-en-Provence,leboncoin,2025-09-18T14:07:32.512818,Quartier_9,2025-11-30T14:07:32.512818
Studio lumineux à Presqu'île,186452,29,69001,Lyon,insee,2025-09-15T14:07:32.512818,Quartier_10,2025-11-30T14:07:32.512818
Villa rénové à Part-Dieu,803146,159,69001,Lyon,seloger,2025-06-28T14:07:32.512818,Quartier_11,2025-11-30T14:07:32.512818
T2 lumineux à Kerichen,130981,44,29200,Brest,csv_import,2025-10-05T14:07:32.512818,Quartier_12,2025-11-30T14:07:32.512818
T5+ rénové à Trefilerie,269613,131,42000,Saint-Étienne,seloger,2025-09-20T14:07:32.512818,Quartier_13,2025-11-30T14:07:32.512818
T3 lumineux à Port Marianne,269077,67,34000,Montpellier,insee,2025-06-29T14:07:32.512818,Quartier_14,2025-11-30T14:07:32.512818
Studio bien situé à Centre-ville,131844,29,13100,Aix-en-Provence,json_import,2025-06-06T14:07:32.512818,Quartier_15,2025-11-30T14:07:32.512818
Appartement rénové à Centre,209717,45,67000,Strasbourg,seloger,2025-10-18T14:07:32.512818,Quartier_16,2025-11-30T14:07:32.512818
T3 bien situé à Part-Dieu,262070,51,69001,Lyon,leboncoin,2025-08-03T14:07:32.512818,Quartier_17,2025-11-30T14:07:32.512818
Duplex bien situé à Fourvière,462021,82,69001,Lyon,seloger,2025-11-18T14:07:32.512818,Quartier_18,2025-11-30T14:07:32.512818
Studio bien situé à Croix-Rousse,95366,23,69001,Lyon,seloger,2025-06-16T14:07:32.512818,Quartier_19,2025-11-30T14:07:32.512818
T1 moderne à Libération,142343,22,06000,Nice,seloger,2025-11-20T14:07:32.512818,Quartier_20,2025-11-30T14:07:32.512818
T4 lumineux à Saint-Laurent,286038,74,38000,Grenoble,json_import,2025-09-17T14:07:32.512818,Quartier_21,2025-11-30T14:07:32.512818
Maison bien situé à Jacobins,230617,108,72000,Le Mans,seloger,2025-06-11T14:07:32.512818,Quartier_22,2025-11-30T14:07:32.512818
T5+ lumineux à Centre-ville,402396,109,33000,Bordeaux,insee,2025-07-06T14:07:32.512818,Quartier_23,2025-11-30T14:07:32.512818
Appartement bien situé à Le Corbusier,118267,68,42000,Saint-Étienne,insee,2025-10-02T14:07:32.512818,Quartier_24,2025-11-30T14:07:32.512818
Studio lumineux à Valdegour,85839,33,30000,Nîmes,json_import,2025-07-12T14:07:32.512818,Quartier_25,2025-11-30T14:07:32.512818
Studio bien situé à Wazemmes,96743,32,59000,Lille,csv_import,2025-08-28T14:07:32.512818,Quartier_26,2025-11-30T14:07:32.512818
T5+ bien situé à Presqu'île,464085,118,69001,Lyon,insee,2025-06-05T14:07:32.512818,Quartier_27,2025-11-30T14:07:32.512818
Studio moderne à Croix-Rousse,150997,29,69001,Lyon,csv_import,2025-06-06T14:07:32.512818,Quartier_28,2025-11-30T14:07:32.512818
Duplex calme à Villeboeuf,167300,73,42000,Saint-Étienne,leboncoin,2025-09-09T14:07:32.512818,Quartier_29,2025-11-30T14:07:32.512818
Villa lumineux à Chartrons,407857,102,33000,Bordeaux,leboncoin,2025-09-26T14:07:32.512818,Quartier_30,2025-11-30T14:07:32.512818
Maison lumineux à Kerichen,272238,128,29200,Brest,json_import,2025-11-26T14:07:32.512818,Quartier_31,2025-11-30T14:07:32.512818
T3 calme à Saint-Germain,732942,64,75001,Paris,csv_import,2025-06-12T14:07:32.512818,Quartier_32,2025-11-30T14:07:32.512818
Appartement moderne à Jardin Lecoq,140681,56,63000,Clermont-Ferrand,insee,2025-09-21T14:07:32.512818,Quartier_33,2025-11-30T14:07:32.512818
Duplex moderne à Roseraie,111903,51,49000,Angers,csv_import,2025-08-01T14:07:32.512818,Quartier_34,2025-11-30T14:07:32.512818
T1 moderne à Mistral,79609,30,38000,Grenoble,csv_import,2025-10-09T14:07:32.512818,Quartier_35,2025-11-30T14:07:32.512818
Duplex rénové à Bastille,105377,29,38000,Grenoble,insee,2025-11-12T14:07:32.512818,Quartier_36,2025-11-30T14:07:32.512818
T5+ bien situé à Carmes,529866,122,31000,Toulouse,leboncoin,2025-10-13T14:07:32.512818,Quartier_37,2025-11-30T14:07:32.512818
T1 rénové à Port Marianne,158353,35,34000,Montpellier,csv_import,2025-09-17T14:07:32.512818,Quartier_38,2025-11-30T14:07:32.512818
T2 bien situé à Villejean,118993,35,35000,Rennes,json_import,2025-09-02T14:07:32.512818,Quartier_39,2025-11-30T14:07:32.512818
Villa rénové à Bastide,713667,169,33000,Bordeaux,json_import,2025-08-10T14:07:32.512818,Quartier_40,2025-11-30T14:07:32.512818
Loft bien situé à Grie,67461,25,72000,Le Mans,insee,2025-07-15T14:07:32.512818,Quartier_41,2025-11-30T14:07:32.512818
T5+ lumineux à Panier,364964,119,13001,Marseille,leboncoin,2025-08-24T14:07:32.512818,Quartier_42,2025-11-30T14:07:32.512818
T2 moderne à Fourvière,164096,35,69001,Lyon,seloger,2025-11-13T14:07:32.512818,Quartier_43,2025-11-30T14:07:32.512818
Loft lumineux à Bastide,131004,32,33000,Bordeaux,insee,2025-08-08T14:07:32.512818,Quartier_44,2025-11-30T14:07:32.512818
Appartement calme à Centre,225333,66,72000,Le Mans,seloger,2025-08-14T14:07:32.512818,Quartier_45,2025-11-30T14:07:32.512818
T3 bien situé à Wazemmes,206045,68,59000,Lille,csv_import,2025-08-21T14:07:32.512818,Quartier_46,2025-11-30T14:07:32.512818
T5+ calme à Marais,1813494,189,75001,Paris,insee,2025-08-18T14:07:32.512818,Quartier_47,2025-11-30T14:07:32.512818
T4 bien situé à Centre,335074,67,38000,Grenoble,leboncoin,2025-07-24T14:07:32.512818,Quartier_48,2025-11-30T14:07:32.512818
Appartement moderne à Graslin,94044,21,44000,Nantes,csv_import,2025-10-04T14:07:32.512818,Quartier_49,2025-11-30T14:07:32.512818
T5+ lumineux à Krutenau,682536,193,67000,Strasbourg,insee,2025-06-11T14:07:32.512818,Quartier_0,2025-11-30T14:07:32.512818
T1 moderne à Le Corbusier,59184,25,42000,Saint-Étienne,leboncoin,2025-09-18T14:07:32.512818,Quartier_1,2025-11-30T14:07:32.512818
T2 moderne à Louvre,450558,41,75001,Paris,insee,2025-11-21T14:07:32.512818,Quartier_2,2025-11-30T14:07:32.512818
Maison calme à Jardin Lecoq,256549,148,63000,Clermont-Ferrand,leboncoin,2025-11-13T14:07:32.512818,Quartier_3,2025-11-30T14:07:32.512818
Duplex rénové à Saint-Michel,170468,57,33000,Bordeaux,json_import,2025-07-04T14:07:32.512818,Quartier_4,2025-11-30T14:07:32.512818
Villa moderne à Jas de Bouffan,544033,98,13100,Aix-en-Provence,leboncoin,2025-10-10T14:07:32.512818,Quartier_5,2025-11-30T14:07:32.512818
T1 bien situé à Saint-Michel,158009,35,33000,Bordeaux,leboncoin,2025-06-29T14:07:32.512818,Quartier_6,2025-11-30T14:07:32.512818
Appartement lumineux à Villejean,147848,34,35000,Rennes,json_import,2025-07-24T14:07:32.512818,Quartier_7,2025-11-30T14:07:32.512818
T5+ rénové à Panier,641871,154,13001,Marseille,seloger,2025-07-30T14:07:32.512818,Quartier_8,2025-11-30T14:07:32.512818
T1 calme à Part-Dieu,80874,17,69001,Lyon,csv_import,2025-07-31T14:07:32.512818,Quartier_9,2025-11-30T14:07:32.512818
Maison calme à Cleunay,609081,172,35000,Rennes,csv_import,2025-08-11T14:07:32.512818,Quartier_10,2025-11-30T14:07:32.512818
T2 moderne à Kerichen,65510,33,29200,Brest,json_import,2025-09-19T14:07:32.512818,Quartier_11,2025-11-30T14:07:32.512818
Maison bien situé à Bastille,722894,200,38000,Grenoble,leboncoin,2025-10-01T14:07:32.512818,Quartier_12,2025-11-30T14:07:32.512818
Maison calme à Carmes,439087,98,31000,Toulouse,seloger,2025-07-02T14:07:32.512818,Quartier_13,2025-11-30T14:07:32.512818
Villa rénové à Lambézellec,441512,159,29200,Brest,json_import,2025-08-01T14:07:32.512818,Quartier_14,2025-11-30T14:07:32.512818
T4 moderne à Valdegour,156669,66,30000,Nîmes,json_import,2025-08-30T14:07:32.512818,Quartier_15,2025-11-30T14:07:32.512818
T3 bien situé à Antigone,252872,58,34000,Montpellier,csv_import,2025-07-26T14:07:32.512818,Quartier_16,2025-11-30T14:07:32.512818
Studio rénové à Port Marianne,113334,24,34000,Montpellier,json_import,2025-08-21T14:07:32.512818,Quartier_17,2025-11-30T14:07:32.512818
Maison moderne à Carmes,352059,141,31000,Toulouse,seloger,2025-11-04T14:07:32.512818,Quartier_18,2025-11-30T14:07:32.512818
Loft lumineux à Centre,235381,68,38000,Grenoble,seloger,2025-06-23T14:07:32.512818,Quartier_19,2025-11-30T14:07:32.512818
Loft lumineux à Jas de Bouffan,299799,67,13100,Aix-en-Provence,insee,2025-07-24T14:07:32.512818,Quartier_20,2025-11-30T14:07:32.512818
Appartement lumineux à Centre-ville,87035,23,13100,Aix-en-Provence,seloger,2025-06-16T14:07:32.512818,Quartier_21,2025-11-30T14:07:32.512818
T1 moderne à Centre,70032,23,49000,Angers,json_import,2025-11-26T14:07:32.512818,Quartier_22,2025-11-30T14:07:32.512818
T1 calme à Yzeure,85317,34,72000,Le Mans,insee,2025-10-07T14:07:32.512818,Quartier_23,2025-11-30T14:07:32.512818
Villa lumineux à Jacobins,229062,82,72000,Le Mans,leboncoin,2025-11-24T14:07:32.512818,Quartier_24,2025-11-30T14:07:32.512818
T3 rénové à Kerichen,237107,63,29200,Brest,json_import,2025-11-08T14:07:32.512818,Quartier_25,2025-11-30T14:07:32.512818
Loft calme à Champratel,49007,24,63000,Clermont-Ferrand,json_import,2025-11-13T14:07:32.512818,Quartier_26,2025-11-30T14:07:32.512818
Duplex moderne à Esquermes,211599,61,59000,Lille,insee,2025-08-20T14:07:32.512818,Quartier_27,2025-11-30T14:07:32.512818
T4 lumineux à Bastille,220688,64,38000,Grenoble,leboncoin,2025-09-17T14:07:32.512818,Quartier_28,2025-11-30T14:07:32.512818
T5+ calme à Esquermes,400426,125,59000,Lille,leboncoin,2025-11-21T14:07:32.512818,Quartier_29,2025-11-30T14:07:32.512818
Duplex moderne à Bastide,317415,70,33000,Bordeaux,insee,2025-09-09T14:07:32.512818,Quartier_30,2025-11-30T14:07:32.512818
T5+ moderne à Centre,316327,92,42000,Saint-Étienne,seloger,2025-06-12T14:07:32.512818,Quartier_31,2025-11-30T14:07:32.512818
Maison calme à Centre,737388,162,67000,Strasbourg,seloger,2025-08-04T14:07:32.512818,Quartier_32,2025-11-30T14:07:32.512818
Maison moderne à Belle-Beille,446031,146,49000,Angers,leboncoin,2025-11-19T14:07:32.512818,Quartier_33,2025-11-30T14:07:32.512818
Maison bien situé à Mistral,750293,173,38000,Grenoble,csv_import,2025-09-28T14:07:32.512818,Quartier_34,2025-11-30T14:07:32.512818
T1 rénové à Montmartre,301215,26,75001,Paris,insee,2025-10-28T14:07:32.512818,Quartier_35,2025-11-30T14:07:32.512818
T2 calme à Saint-Michel,251584,50,33000,Bordeaux,json_import,2025-10-24T14:07:32.512818,Quartier_36,2025-11-30T14:07:32.512818
Appartement rénové à Centre,356339,76,21000,Dijon,json_import,2025-08-19T14:07:32.512818,Quartier_37,2025-11-30T14:07:32.512818
T5+ rénové à Presqu'île,1019736,168,69001,Lyon,leboncoin,2025-11-10T14:07:32.512818,Quartier_38,2025-11-30T14:07:32.512818
T1 moderne à Louvre,434035,24,75001,Paris,json_import,2025-06-04T14:07:32.512818,Quartier_39,2025-11-30T14:07:32.512818
Appartement rénové à Krutenau,94516,30,67000,Strasbourg,csv_import,2025-10-20T14:07:32.512818,Quartier_40,2025-11-30T14:07:32.512818
T4 rénové à Panier,250203,72,13001,Marseille,insee,2025-10-26T14:07:32.512818,Quartier_41,2025-11-30T14:07:32.512818
Villa bien situé à Centre,645216,151,35000,Rennes,leboncoin,2025-10-09T14:07:32.512818,Quartier_42,2025-11-30T14:07:32.512818
Appartement moderne à Saint-Cyprien,302092,86,31000,Toulouse,seloger,2025-10-10T14:07:32.512818,Quartier_43,2025-11-30T14:07:32.512818
T4 lumineux à Champratel,162630,83,63000,Clermont-Ferrand,csv_import,2025-08-01T14:07:32.512818,Quartier_44,2025-11-30T14:07:32.512818
T1 lumineux à Lac de Maine,73567,30,49000,Angers,seloger,2025-10-28T14:07:32.512818,Quartier_45,2025-11-30T14:07:32.512818
T2 lumineux à Vieux-Lille,145008,35,59000,Lille,csv_import,2025-06-26T14:07:32.512818,Quartier_46,2025-11-30T14:07:32.512818
Loft rénové à Centre,195099,45,38000,Grenoble,leboncoin,2025-10-17T14:07:32.512818,Quartier_47,2025-11-30T14:07:32.512818
T1 bien situé à Lac de Maine,67960,26,49000,Angers,seloger,2025-10-26T14:07:32.512818,Quartier_48,2025-11-30T14:07:32.512818
Duplex bien situé à Saint-Michel,433611,76,33000,Bordeaux,csv_import,2025-10-03T14:07:32.512818,Quartier_49,2025-11-30T14:07:32.512818
Appartement moderne à Faubourg North,308110,100,21000,Dijon,csv_import,2025-08-19T14:07:32.512818,Quartier_0,2025-11-30T14:07:32.512818
Appartement calme à Saint-Michel,517396,91,33000,Bordeaux,json_import,2025-11-14T14:07:32.512818,Quartier_1,2025-11-30T14:07:32.512818
Appartement calme à Centre,78771,28,42000,Saint-Étienne,seloger,2025-11-19T14:07:32.512818,Quartier_2,2025-11-30T14:07:32.512818
